TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665313,680.3290012188537,11.959825,43.0,8.0,39.0,0.0,0.0,49.0,5.0,64.0,1.0
1688665314,690.2978614259034,11.960151960784312,44.0,8.0,36.0,0.0,1.0,40.0,1.0,65.0,1.0
1688665315,687.3496252454547,11.961214285714284,43.0,8.0,37.0,0.0,0.0,45.0,0.0,65.0,1.0
1688665316,676.7074013201451,11.960805000000002,43.5,8.0,36.5,0.0,0.0,43.5,1.5,65.0,1.0
1688665317,691.942966727645,11.960940000000004,44.0,8.0,36.0,0.0,0.0,42.0,3.0,66.0,1.0
1688665318,699.3220936759121,11.960724489795918,44.0,8.0,36.0,0.0,0.0,38.0,1.0,66.0,1.0
1688665319,680.9845439135112,11.960235294117648,44.0,8.0,39.0,0.0,0.0,51.0,3.0,66.0,1.0
1688665320,686.7359984081346,11.96006,44.0,8.0,36.0,0.0,0.0,38.0,4.0,67.0,1.0
1688665321,690.8672947261938,11.959653061224486,44.0,8.0,37.0,0.0,0.0,45.0,1.0,67.0,1.0
1688665322,684.7925480662469,11.96061274509804,44.0,8.0,36.5,0.0,0.0,42.5,0.5,67.0,1.0
1688665323,691.4946261985133,11.95986,44.0,8.0,36.0,0.0,0.0,40.0,0.0,68.0,1.0
1688665324,688.4483644452255,11.960244897959186,43.0,8.0,36.0,0.0,0.0,37.0,2.0,68.0,1.0
1688665325,682.4771500007997,11.96098,44.0,8.0,39.0,0.0,0.0,50.0,2.0,68.0,1.0
1688665326,686.5029322104398,11.95980392156863,44.0,8.0,36.0,0.0,1.0,37.0,0.0,68.0,1.0
1688665327,695.8609146240686,11.96027040816326,44.0,8.0,36.0,0.0,0.5,42.5,0.0,69.0,1.0
1688665328,684.4984050028,11.960360000000003,44.0,8.0,36.0,0.0,0.0,48.0,0.0,69.0,1.0
1688665329,684.239450552855,11.960655,44.0,8.0,36.0,0.0,1.0,52.0,2.0,69.0,1.0
1688665330,690.6647524765698,11.960158163265309,44.0,8.0,36.0,0.0,0.0,34.0,1.0,70.0,1.0
1688665331,700.6256425377919,11.959897058823527,44.0,8.0,38.0,0.0,0.0,53.0,0.0,70.0,1.0
1688665332,682.5202968612805,11.95999,44.0,8.0,36.0,0.0,0.0,33.0,3.0,70.0,1.0
1688665333,699.9068944822071,11.960045918367346,44.0,8.0,36.0,0.0,0.0,51.0,1.0,71.0,1.0
